instructor,title,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,description,platform
National Academy of Sports Medicine,Science of Diet and Exercise,"{""(35 reviews)""}",4.6,35,Intermediate , Specialization ,25.0,False,Science of Diet and Exercise by National Academy of Sports Medicine is a intermediate-level online program designed to teach key skills such as (35 reviews). The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.,COURSERA
"University of California, Irvine",Learn English: Advanced Grammar and Punctuation,"{"" Writing""}",4.8,2.5k,Advanced , Specialization ,90.0,False,"Learn English: Advanced Grammar and Punctuation by University of California, Irvine is a advanced-level online program designed to teach key skills such as Writing. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,"Introduction to Containers w/ Docker, Kubernetes & OpenShift","{"" Kubernetes"","" Docker (Software)"","" Cloud Computing""}",4.4,630,Intermediate , Course ,40.0,False,"Introduction to Containers w/ Docker, Kubernetes & OpenShift by IBM is a intermediate-level online program designed to teach key skills such as Kubernetes, Docker (Software), Cloud Computing. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Imperial College London,Epidemiology for Public Health,"{"" Epidemiology"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Critical Thinking"","" Statistical Tests"","" Research and Design"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Biostatistics"","" Problem Solving"","" Regression"","" Experiment""}",4.8,1.1k,Beginner , Specialization ,40.0,False,"Epidemiology for Public Health by Imperial College London is a beginner-level online program designed to teach key skills such as Epidemiology, Data Analysis, General Statistics, Probability & Statistics, Critical Thinking, Statistical Tests, Research and Design, Statistical Analysis, Basic Descriptive Statistics, Biostatistics, Problem Solving, Regression, Experiment. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of London,Machine Learning for All,"{"" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Statistical Machine Learning"","" Critical Thinking"","" Data Analysis"","" Decision Making"","" Training""}",4.7,3.3k,Beginner , Course ,25.0,False,"Machine Learning for All by University of London is a beginner-level online program designed to teach key skills such as Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Statistical Machine Learning, Critical Thinking, Data Analysis, Decision Making, Training. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Colorado Boulder,Probability Theory: Foundation for Data Science,"{"" Probability & Statistics"","" General Statistics"","" Probability Distribution"","" Correlation And Dependence"","" Mathematics""}",4.4,138,Intermediate , Course ,40.0,False,"Probability Theory: Foundation for Data Science by University of Colorado Boulder is a intermediate-level online program designed to teach key skills such as Probability & Statistics, General Statistics, Probability Distribution, Correlation And Dependence, Mathematics. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
MedCerts,Medical Billing and Coding Essentials,"{""(82 reviews)""}",4.8,82,Beginner , Course ,25.0,False,Medical Billing and Coding Essentials by MedCerts is a beginner-level online program designed to teach key skills such as (82 reviews). The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Stanford University,Evaluations of AI Applications in Healthcare,"{""(174 reviews)""}",4.5,174,Beginner , Course ,40.0,False,Evaluations of AI Applications in Healthcare by Stanford University is a beginner-level online program designed to teach key skills such as (174 reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),"{"" Computer Programming"","" Computer Architecture""}",4.9,492,Mixed , Course ,40.0,False,"Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course) by Hebrew University of Jerusalem is a mixed-level online program designed to teach key skills such as Computer Programming, Computer Architecture. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Duke University,Introduction to Genetics and Evolution,"{""(1.5k reviews)""}",4.8,1.5k,Mixed , Course ,40.0,False,Introduction to Genetics and Evolution by Duke University is a mixed-level online program designed to teach key skills such as (1.5k reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of London,Cyber Security Fundamentals,"{"" Computer Security Incident Management"","" Computer Security Models"","" Cryptography"","" Leadership and Management"","" Mobile Security"","" Risk Management"","" Security Engineering"","" System Security""}",4.7,117,Beginner , Course ,25.0,False,"Cyber Security Fundamentals by University of London is a beginner-level online program designed to teach key skills such as Computer Security Incident Management, Computer Security Models, Cryptography, Leadership and Management, Mobile Security, Risk Management, Security Engineering, System Security. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Introduction to Git and GitHub,"{"" Collaboration"","" Computer Programming"","" Python Programming""}",4.8,7k,Beginner , Course ,25.0,False,"Introduction to Git and GitHub by Google is a beginner-level online program designed to teach key skills such as Collaboration, Computer Programming, Python Programming. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Irvine",Diversity and Inclusion for HR Professionals,"{"" Change Management"","" Culture"","" Human Resources"","" Leadership Development"","" Leadership and Management"","" Organizational Development"","" Critical Thinking"","" Human Resources Operations"","" Recruitment"","" Strategy and Operations""}",4.7,168,Beginner , Course ,25.0,False,"Diversity and Inclusion for HR Professionals by University of California, Irvine is a beginner-level online program designed to teach key skills such as Change Management, Culture, Human Resources, Leadership Development, Leadership and Management, Organizational Development, Critical Thinking, Human Resources Operations, Recruitment, Strategy and Operations. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
